id,rank,training_name,training_type,hours
427,Detective,Veterans Affairs S.A.V.E Training,Police Training,1
428,Detective,INIA Drug and Terrorist Interdiction Conference,Police Training,40
429,Detective,Office of Highway Safety Planning OWI Investigations,Police Training,1
430,Detective,TSC Watchlisting Training,Police Training,1
431,Detective,19-905 OWI Investigations,Police Training,1
432,"Sergeant, Training and Standards",Rifle Training and Qualification,Police Training,8
433,"Sergeant, Training and Standards",Rifle Training and Qualification,Police Training,8
434,"Sergeant, Training and Standards",ILEETA Training Conference,Police Training,54
435,"Sergeant, Training and Standards",The Michigan Freedom of Information Act (FOIA),Police Training,8
436,"Sergeant, Training and Standards",South West Oakland SRT Alpena Training Week,Police Training,30
437,"Sergeant, Training and Standards",Firearms Training/Qualification,Police Training,1
438,"Sergeant, Training and Standards",Firearms Training/Qualification,Police Training,1
439,"Sergeant, Training and Standards",Firearms Training/Qualification,Police Training,1
440,"Sergeant, Training and Standards",Firearms Training/Qualification,Police Training,1
441,"Sergeant, Training and Standards",Firearms Training/Qualification,Police Training,1
442,"Sergeant, Training and Standards",Emergency Vehicle Operations (EVO),Police Training,8
443,"Sergeant, Training and Standards",2019 Bloodborne Pathogens ,Police Training,1
444,"Sergeant, Training and Standards",Hazardous Materials 2019,Police Training,1
445,"Sergeant, Training and Standards",2019 Crisis Intervention / Crisis Negotiation,Police Training,2
446,"Sergeant, Training and Standards",2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
447,"Sergeant, Training and Standards",2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
448,"Sergeant, Training and Standards",2019 Home Made Explosives Recognition,Police Training,1
449,"Sergeant, Training and Standards",2019 ALICE Methodology,Police Training,1
450,"Sergeant, Training and Standards",2019 Community Policing / Problem Solving,Police Training,1
451,"Sergeant, Training and Standards",2019 Below 100,Police Training,1
452,"Sergeant, Training and Standards",2019 Employee Asssistance Program,Police Training,1
453,"Sergeant, Training and Standards",2019 52-1 District Court Update ,Police Training,2
454,"Sergeant, Training and Standards",2019 LEIN / MICR / Booking Update,Police Training,2
455,"Sergeant, Training and Standards",2019 Resiliance and Self Care for First Repsonders,Police Training,2
456,"Sergeant, Training and Standards",2019 Resiliance and Self Care for First Repsonders,Police Training,2
457,"Sergeant, Training and Standards",Ethical Decision Making and Intervention,Police Training,1
458,"Sergeant, Training and Standards",2019 Accreditation Review,Police Training,1
459,"Sergeant, Training and Standards",2019 MACP Conference  MLEAC Accreditation Manager Training,Police Training,3
460,"Sergeant, Training and Standards",Michigan State Police Security Awareness Training Level 1,Police Training,1
461,"Sergeant, Training and Standards",Michigan State Police Security Awareness Training Level 2,Police Training,1
462,"Sergeant, Training and Standards",Michigan State Police Security Awareness Training Level 3,Police Training,1
463,"Sergeant, Training and Standards",Internal Affairs Investigations: Criminal vs. Administrative Investigations,Police Training,1
464,"Sergeant, Training and Standards",EMERGING LEGAL TRENDS AND LIABILITY MANAGEMENT,Police Training,8
465,"Sergeant, Training and Standards","CALEA Confrence - Huntsville, AL",Police Training,48
466,"Sergeant, Training and Standards",Veterans Affairs S.A.V.E Training,Police Training,1
467,"Sergeant, Training and Standards",Office of Highway Safety Planning OWI Investigations,Police Training,1
468,"Sergeant, Training and Standards",MCOLES Active Duty Firearm Standard 2019,Police Training,1
469,"Sergeant, Training and Standards",MACP Fall Accreditation Conference,Police Training,10
470,"Sergeant, Training and Standards",TSC Watchlisting Training,Police Training,1
471,"Sergeant, Training and Standards",Evolutionary Leadership,Police Training,8
472,"Sergeant, Training and Standards",19-905 OWI Investigations,Police Training,1
473,"Sergeant, Training and Standards",Response to Resistance Annual Cadre Meeting,Police Training,8
474,"Sergeant, Training and Standards","CLEMIS Training for Investigators, Supervisors, and Records Personnel ",Police Training,2
475,"Sergeant, Training and Standards",2020 Community Policing and Problem Solving,Police Training,1
476,"Sergeant, Training and Standards",2020 Community Policing and Problem Solving,Police Training,1
477,"Sergeant, Training and Standards",2020 Community Policing and Problem Solving,Police Training,1
478,Patrol Officer,Rifle Training and Qualification,Police Training,8
479,Patrol Officer,Rifle Training and Qualification,Police Training,8
480,Patrol Officer,OakTac Active Shooter Response Training,Police Training,16
481,Patrol Officer,Firearms Training/Qualification,Police Training,1
482,Patrol Officer,Firearms Training/Qualification,Police Training,1
483,Patrol Officer,Firearms Training/Qualification,Police Training,1
484,Patrol Officer,Firearms Training/Qualification,Police Training,1
485,Patrol Officer,Leaves of Absence Training,HR Training,0
486,Patrol Officer,Customer Service Guarantee Training,HR Training,
487,Patrol Officer,Fuel System Training,HR Training,0
488,Patrol Officer,TSC Watchlisting Training,Police Training,1
489,Patrol Officer,19-905 OWI Investigations,Police Training,1
490,Dispatcher,LEIN TAC Basic,Police Training,7
491,Dispatcher,2019 Bloodborne Pathogens ,Police Training,1
492,Dispatcher,Hazardous Materials 2019,Police Training,1
493,Dispatcher,Ethical Decision Making and Intervention,Police Training,1
494,Dispatcher,Michigan State Police Security Awareness Training Level 1,Police Training,1
495,Dispatcher,Michigan State Police Security Awareness Training Level 2,Police Training,1
496,Dispatcher,Michigan State Police Security Awareness Training Level 3,Police Training,1
497,Dispatcher,First Line Supervision ,Police Training,24
498,Dispatcher,911 Homicide: Is the Caller the Killer,Police Training,16
499,Dispatcher,Survive and Thrive Comprehensive Stress Resilience,Police Training,16
500,Co-op,2019 Bloodborne Pathogens ,Police Training,1
501,Records Clerk,2019 Bloodborne Pathogens ,Police Training,1
502,Records Clerk,Hazardous Materials 2019,Police Training,1
503,Records Clerk,Ethical Decision Making and Intervention,Police Training,1
504,Records Clerk,Michigan State Police Security Awareness Training Level 1,Police Training,1
505,Records Clerk,Michigan State Police Security Awareness Training Level 2,Police Training,1
506,Records Clerk,Michigan State Police Security Awareness Training Level 3,Police Training,1
507,Records Clerk,LERMA - Firearm Purchase Permits and Prohibitors,Police Training,8
508,Dispatcher,Emergency Telecommunicator Course (ETC),Police Training,40
509,Dispatcher,Homeland Security for 911 Professionals,Police Training,8.5
510,Dispatcher,Understanding Domestic Violence,Police Training,8.5
511,Dispatcher,911 Ethics and Liability for Dispatchers,Police Training,8
512,Dispatcher,2019 Bloodborne Pathogens ,Police Training,1
513,Dispatcher,Hazardous Materials 2019,Police Training,1
514,Dispatcher,Ethical Decision Making and Intervention,Police Training,1
515,Dispatcher,Michigan State Police Security Awareness Training Level 1,Police Training,1
516,Dispatcher,Michigan State Police Security Awareness Training Level 2,Police Training,1
517,Dispatcher,Veterans Affairs S.A.V.E Training,Police Training,1
518,Dispatcher,Handling the Despondent and Suicidal Caller,Police Training,8
519,Dispatcher,Power of Resilience:  How to Beat Dispatcher Burnout,Police Training,8
520,Patrol Sergeant,Rifle Instructor Training & Curriculum Development,Police Training,8
521,Patrol Sergeant,Rifle Training and Qualification,Police Training,8
522,Patrol Sergeant,Basic Non-Destructive Entry,Police Training,45
523,Patrol Sergeant,Basic Non-Destructive Entry,Police Training,45
524,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
525,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
526,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
527,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
528,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
529,Patrol Sergeant,UTM Instructor Certification,Police Training,4
530,Patrol Sergeant,Taser X2 Instructor Certification,Police Training,16
531,Patrol Sergeant,2019 Bloodborne Pathogens ,Police Training,1
532,Patrol Sergeant,Hazardous Materials 2019,Police Training,1
533,Patrol Sergeant,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
534,Patrol Sergeant,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
535,Patrol Sergeant,2019 Response to Resistance Scenarios,Police Training,4
536,Patrol Sergeant,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
537,Patrol Sergeant,2019 Home Made Explosives Recognition,Police Training,1
538,Patrol Sergeant,2019 ALICE Methodology,Police Training,1
539,Patrol Sergeant,2019 Community Policing / Problem Solving,Police Training,1
540,Patrol Sergeant,2019 Below 100,Police Training,1
541,Patrol Sergeant,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
542,Patrol Sergeant,2019 Employee Asssistance Program,Police Training,1
543,Patrol Sergeant,2019 52-1 District Court Update ,Police Training,2
544,Patrol Sergeant,2019 LEIN / MICR / Booking Update,Police Training,2
545,Patrol Sergeant,2019 Resiliance and Self Care for First Repsonders,Police Training,2
546,Patrol Sergeant,Ethical Decision Making and Intervention,Police Training,1
547,Patrol Sergeant,2019 Accreditation Review,Police Training,1
548,Patrol Sergeant,Michigan State Police Security Awareness Training Level 1,Police Training,1
549,Patrol Sergeant,Michigan State Police Security Awareness Training Level 2,Police Training,1
550,Patrol Sergeant,Michigan State Police Security Awareness Training Level 3,Police Training,1
551,Patrol Sergeant,Gracie Survival Tactics - Instructor,Police Training,40
552,Patrol Sergeant,Veterans Affairs S.A.V.E Training,Police Training,1
553,Patrol Sergeant,MILO Simulator Training,Police Training,24
554,Patrol Sergeant,Office of Highway Safety Planning OWI Investigations,Police Training,1
555,Patrol Sergeant,TSC Watchlisting Training,Police Training,1
556,Patrol Sergeant,19-905 OWI Investigations,Police Training,1
557,Patrol Sergeant,Response to Resistance Annual Cadre Meeting,Police Training,8
558,Director of Public Safety / Chief of Police,Firearms Training/Qualification,Police Training,1
559,Director of Public Safety / Chief of Police,Firearms Training/Qualification,Police Training,1
560,Director of Public Safety / Chief of Police,Firearms Training/Qualification,Police Training,1
561,Director of Public Safety / Chief of Police,Firearms Training/Qualification,Police Training,1
562,Director of Public Safety / Chief of Police,Emergency Vehicle Operations (EVO),Police Training,8
563,Director of Public Safety / Chief of Police,2019 Bloodborne Pathogens ,Police Training,1
564,Director of Public Safety / Chief of Police,Hazardous Materials 2019,Police Training,1
565,Director of Public Safety / Chief of Police,Ethical Decision Making and Intervention,Police Training,1
566,Director of Public Safety / Chief of Police,2019 MACP Conference,Police Training,32
567,Director of Public Safety / Chief of Police,Michigan State Police Security Awareness Training Level 1,Police Training,1
568,Director of Public Safety / Chief of Police,Veterans Affairs S.A.V.E Training,Police Training,1
569,Director of Public Safety / Chief of Police,Office of Highway Safety Planning OWI Investigations,Police Training,1
570,Director of Public Safety / Chief of Police,"Incident Response to Terrorist Bombings, Prevention and Response to Suicide Bombings",Police Training,8
571,Director of Public Safety / Chief of Police,TSC Watchlisting Training,Police Training,1
572,Director of Public Safety / Chief of Police,19-905 OWI Investigations,Police Training,1
573,Patrol Officer,Exploring the Sexual Offender & Physical Abuser ,Police Training,18
574,Patrol Officer,Outdoor Rifle Training,Police Training,9
575,Patrol Officer,Outdoor Rifle Training,Police Training,9
576,Patrol Officer,Police Mountain Bike Training,Police Training,8
577,Patrol Officer,Rifle Training and Qualification,Police Training,8
578,Patrol Officer,Firearms Training/Qualification,Police Training,1
579,Patrol Officer,Firearms Training/Qualification,Police Training,1
580,Patrol Officer,Firearms Training/Qualification,Police Training,1
